BlockNumber,StreetName,Street_Address,helper,State,City
400.0,"GARRETT ST, 323","400 GARRETT ST, 323",keep,Virginia,Charlottesville
2500.0,"WOODLAND DR, A","2500 WOODLAND DR, A",keep,Virginia,Charlottesville
700.0,PRESTON AVE,700 PRESTON AVE,keep,Virginia,Charlottesville
100.0,"5TH ST SE, 302","100 5TH ST SE, 302",keep,Virginia,Charlottesville
1100.0,PAGE ST,1100 PAGE ST,keep,Virginia,Charlottesville
200.0,10TH ST NW,200 10TH ST NW,keep,Virginia,Charlottesville
500.0,"BAINBRIDGE ST, 101","500 BAINBRIDGE ST, 101",keep,Virginia,Charlottesville
800.0,"W MAIN ST, 237 B","800 W MAIN ST, 237 B",keep,Virginia,Charlottesville
,CAMELLIA DR / SHASTA CT,CAMELLIA DR / SHASTA CT,drop,Virginia,Charlottesville
100.0,HARRIS RD,100 HARRIS RD,keep,Virginia,Charlottesville
1000.0,"PRESTON AVE, C","1000 PRESTON AVE, C",keep,Virginia,Charlottesville
100.0,"RIDGE ST, 217","100 RIDGE ST, 217",keep,Virginia,Charlottesville
,EMMET ST N @ ANGUS RD,EMMET ST N @ ANGUS RD,drop,Virginia,Charlottesville
2300.0,"FONTAINE AVE, A","2300 FONTAINE AVE, A",keep,Virginia,Charlottesville
1200.0,"CEDARS CT, 201","1200 CEDARS CT, 201",keep,Virginia,Charlottesville
400.0,ALLEN DR,400 ALLEN DR,keep,Virginia,Charlottesville
700.0,ROCKLAND AVE,700 ROCKLAND AVE,keep,Virginia,Charlottesville
1600.0,JEFFERSON PARK AVE,1600 JEFFERSON PARK AVE,keep,Virginia,Charlottesville
1400.0,EMMET ST N,1400 EMMET ST N,keep,Virginia,Charlottesville
800.0,GILLESPIE AVE,800 GILLESPIE AVE,keep,Virginia,Charlottesville
200.0,"W WATER ST, 705","200 W WATER ST, 705",keep,Virginia,Charlottesville
300.0,2ND ST NW,300 2ND ST NW,keep,Virginia,Charlottesville
900.0,RIDGE ST,900 RIDGE ST,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 237","300 15TH ST NW, 237",keep,Virginia,Charlottesville
1400.0,HAZEL ST,1400 HAZEL ST,keep,Virginia,Charlottesville
,6TH ST SE / MONTICELLO AVE,6TH ST SE / MONTICELLO AVE,drop,Virginia,Charlottesville
800.0,STONEHENGE AVE,800 STONEHENGE AVE,keep,Virginia,Charlottesville
100.0,MAURY AVE,100 MAURY AVE,keep,Virginia,Charlottesville
100.0,FIRST ST N ST,100 FIRST ST N ST,keep,Virginia,Charlottesville
,HINTON AVE / MONTICELLO RD,HINTON AVE / MONTICELLO RD,drop,Virginia,Charlottesville
,BARRACKS RD / BLUE RIDGE RD,BARRACKS RD / BLUE RIDGE RD,drop,Virginia,Charlottesville
100.0,"W MAIN ST, 200","100 W MAIN ST, 200",keep,Virginia,Charlottesville
1200.0,KENWOOD LN,1200 KENWOOD LN,keep,Virginia,Charlottesville
1300.0,RUGBY RD,1300 RUGBY RD,keep,Virginia,Charlottesville
400.0,"13TH ST NW, Apt 3E","400 13TH ST NW, Apt 3E",keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 5","2400 ARLINGTON BLVD, 5",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 71","2100 MICHIE DR, 71",keep,Virginia,Charlottesville
2400.0,ARLINGTON BLVD,2400 ARLINGTON BLVD,keep,Virginia,Charlottesville
400.0,"GARRETT ST, 303","400 GARRETT ST, 303",keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 363","2000 HOLIDAY DR, 363",keep,Virginia,Charlottesville
900.0,ROUGEMONT AVE,900 ROUGEMONT AVE,keep,Virginia,Charlottesville
,E HIGH ST / 8TH ST NE,E HIGH ST / 8TH ST NE,drop,Virginia,Charlottesville
300.0,4TH ST NW,300 4TH ST NW,keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 63","2400 ARLINGTON BLVD, 63",keep,Virginia,Charlottesville
700.0,FRANKLIN ST,700 FRANKLIN ST,keep,Virginia,Charlottesville
100.0,MARION CT,100 MARION CT,keep,Virginia,Charlottesville
800.0,CHARLTON AVE,800 CHARLTON AVE,keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 366","2000 HOLIDAY DR, 366",keep,Virginia,Charlottesville
,UNIVERSITY CIR,UNIVERSITY CIR,drop,Virginia,Charlottesville
1000.0,"CHERRY AVE, A1","1000 CHERRY AVE, A1",keep,Virginia,Charlottesville
300.0,"AZALEA DR, B","300 AZALEA DR, B",keep,Virginia,Charlottesville
800.0,"W MAIN ST, 627","800 W MAIN ST, 627",keep,Virginia,Charlottesville
900.0,W MAIN ST,900 W MAIN ST,keep,Virginia,Charlottesville
,EMMET ST S / IVY RD,EMMET ST S / IVY RD,drop,Virginia,Charlottesville
700.0,"PROSPECT AVE, J","700 PROSPECT AVE, J",keep,Virginia,Charlottesville
,PRESTON AVE @ CABELL AVE,PRESTON AVE @ CABELL AVE,drop,Virginia,Charlottesville
400.0,"GARRETT ST, 116","400 GARRETT ST, 116",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE AVE, 107","1300 CARLTON AVE AVE, 107",keep,Virginia,Charlottesville
2300.0,"FONTAINE AVE, B","2300 FONTAINE AVE, B",keep,Virginia,Charlottesville
100.0,OLD LYNCHBURG RD,100 OLD LYNCHBURG RD,keep,Virginia,Charlottesville
,W MAIN ST / 10TH ST NW,W MAIN ST / 10TH ST NW,drop,Virginia,Charlottesville
700.0,"6TH ST SE, E","700 6TH ST SE, E",keep,Virginia,Charlottesville
,PRESTON AVE / 9TH ST NW,PRESTON AVE / 9TH ST NW,drop,Virginia,Charlottesville
,HILLSDALE DR / HYDRAULIC RD,HILLSDALE DR / HYDRAULIC RD,drop,Virginia,Charlottesville
1300.0,POPLAR ST,1300 POPLAR ST,keep,Virginia,Charlottesville
2200.0,"ANGUS RD, 23","2200 ANGUS RD, 23",keep,Virginia,Charlottesville
,E MAIN ST / 2ND ST NE,E MAIN ST / 2ND ST NE,drop,Virginia,Charlottesville
,VINE ST,VINE ST,drop,Virginia,Charlottesville
1300.0,GORDON AVE,1300 GORDON AVE,keep,Virginia,Charlottesville
100.0,OAK ST,100 OAK ST,keep,Virginia,Charlottesville
1400.0,E HIGH ST,1400 E HIGH ST,keep,Virginia,Charlottesville
200.0,BYPASS W,200 BYPASS W,keep,Virginia,Charlottesville
800.0,FRANKLIN ST,800 FRANKLIN ST,keep,Virginia,Charlottesville
800.0,ROSE HILL DR,800 ROSE HILL DR,keep,Virginia,Charlottesville
900.0,SEMINOLE,900 SEMINOLE,keep,Virginia,Charlottesville
1200.0,"BELLEVIEW AVE, A","1200 BELLEVIEW AVE, A",keep,Virginia,Charlottesville
1000.0,"LINDEN AVE, 302","1000 LINDEN AVE, 302",keep,Virginia,Charlottesville
500.0,"DRUID AVE, B","500 DRUID AVE, B",keep,Virginia,Charlottesville
2000.0,"CITY WALK WAY, 207","2000 CITY WALK WAY, 207",keep,Virginia,Charlottesville
100.0,"5TH ST SE, 4E","100 5TH ST SE, 4E",keep,Virginia,Charlottesville
400.0,"GARRETT ST, 222","400 GARRETT ST, 222",keep,Virginia,Charlottesville
100.0,"WITTON CT, 208","100 WITTON CT, 208",keep,Virginia,Charlottesville
400.0,"11TH ST NE, C22","400 11TH ST NE, C22",keep,Virginia,Charlottesville
100.0,"RIDGE ST, 410","100 RIDGE ST, 410",keep,Virginia,Charlottesville
3800.0,-78.5002807080000000,3800 -78.5002807080000000,keep,Virginia,Charlottesville
400.0,4TH ST NE,400 4TH ST NE,keep,Virginia,Charlottesville
,E WATER ST / 1ST ST S,E WATER ST / 1ST ST S,drop,Virginia,Charlottesville
600.0,"7 1/2 ST SW, B","600 7 1/2 ST SW, B",keep,Virginia,Charlottesville
1400.0,RUGBY RD,1400 RUGBY RD,keep,Virginia,Charlottesville
100.0,WESTWOOD CIR,100 WESTWOOD CIR,keep,Virginia,Charlottesville
100.0,OAKHURST CIR,100 OAKHURST CIR,keep,Virginia,Charlottesville
,CHERRY AVE / 9TH ST SW,CHERRY AVE / 9TH ST SW,drop,Virginia,Charlottesville
900.0,ROCKLAND AVE,900 ROCKLAND AVE,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 105","1000 1ST ST S, 105",keep,Virginia,Charlottesville
2300.0,SHELBY DR,2300 SHELBY DR,keep,Virginia,Charlottesville
300.0,PARK ST,300 PARK ST,keep,Virginia,Charlottesville
400.0,"4TH ST NW, 208","400 4TH ST NW, 208",keep,Virginia,Charlottesville
2600.0,JEFFERSON PARK CIR,2600 JEFFERSON PARK CIR,keep,Virginia,Charlottesville
100.0,MAYWOOD LN,100 MAYWOOD LN,keep,Virginia,Charlottesville
300.0,RIDGE ST,300 RIDGE ST,keep,Virginia,Charlottesville
1000.0,"W MAIN ST, 2","1000 W MAIN ST, 2",keep,Virginia,Charlottesville
400.0,"11TH ST NE, C13","400 11TH ST NE, C13",keep,Virginia,Charlottesville
400.0,"VALLEY RD, A","400 VALLEY RD, A",keep,Virginia,Charlottesville
1300.0,CHESAPEAKE ST,1300 CHESAPEAKE ST,keep,Virginia,Charlottesville
2000.0,"MORTON DR, 239","2000 MORTON DR, 239",keep,Virginia,Charlottesville
200.0,BYPASS E @ HYDRAULIC RD,200 BYPASS E @ HYDRAULIC RD,keep,Virginia,Charlottesville
1700.0,"GORDON AVE, 101","1700 GORDON AVE, 101",keep,Virginia,Charlottesville
100.0,ALTO PL,100 ALTO PL,keep,Virginia,Charlottesville
100.0,"LONGWOOD DR, B","100 LONGWOOD DR, B",keep,Virginia,Charlottesville
500.0,DRUID AVE,500 DRUID AVE,keep,Virginia,Charlottesville
1200.0,"CEDARS CT, 405A","1200 CEDARS CT, 405A",keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 217","2000 HOLIDAY DR, 217",keep,Virginia,Charlottesville
500.0,STEWART ST,500 STEWART ST,keep,Virginia,Charlottesville
600.0,WATSON AVE,600 WATSON AVE,keep,Virginia,Charlottesville
800.0,5TH ST SW,800 5TH ST SW,keep,Virginia,Charlottesville
2600.0,WILLARD DR,2600 WILLARD DR,keep,Virginia,Charlottesville
,WERTLAND ST / 14TH ST NW,WERTLAND ST / 14TH ST NW,drop,Virginia,Charlottesville
100.0,MELBOURNE PARK CIR,100 MELBOURNE PARK CIR,keep,Virginia,Charlottesville
400.0,9TH ST NW,400 9TH ST NW,keep,Virginia,Charlottesville
400.0,"CHERRY AVE, 228","400 CHERRY AVE, 228",keep,Virginia,Charlottesville
1700.0,E MARKET ST,1700 E MARKET ST,keep,Virginia,Charlottesville
,DELETED ADDRESS -193206,DELETED ADDRESS -193206,drop,Virginia,Charlottesville
,MICHIE DR / HYDRAULIC RD,MICHIE DR / HYDRAULIC RD,drop,Virginia,Charlottesville
800.0,PAGE ST,800 PAGE ST,keep,Virginia,Charlottesville
,1ST ST S / GARRETT ST,1ST ST S / GARRETT ST,drop,Virginia,Charlottesville
1400.0,VINE ST,1400 VINE ST,keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 29","1500 CARLTON AVE, 29",keep,Virginia,Charlottesville
600.0,250 BYPASS,600 250 BYPASS,keep,Virginia,Charlottesville
1600.0,KEITH VALLEY RD,1600 KEITH VALLEY RD,keep,Virginia,Charlottesville
200.0,E JEFFERSON ST,200 E JEFFERSON ST,keep,Virginia,Charlottesville
700.0,GRAVES ST,700 GRAVES ST,keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 42","1500 CARLTON AVE, 42",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 403","1300 CARLTON AVE, 403",keep,Virginia,Charlottesville
400.0,"11TH ST NE, C-20","400 11TH ST NE, C-20",keep,Virginia,Charlottesville
500.0,2ND ST NE,500 2ND ST NE,keep,Virginia,Charlottesville
600.0,DAVIS AVE,600 DAVIS AVE,keep,Virginia,Charlottesville
400.0,ELLIOTT AVE,400 ELLIOTT AVE,keep,Virginia,Charlottesville
,MONTICELLO AVE / 2ND ST SE,MONTICELLO AVE / 2ND ST SE,drop,Virginia,Charlottesville
300.0,"13TH ST NW, 25","300 13TH ST NW, 25",keep,Virginia,Charlottesville
400.0,"11TH ST NE, C-14","400 11TH ST NE, C-14",keep,Virginia,Charlottesville
2200.0,WAYNE AVE,2200 WAYNE AVE,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 201","1000 1ST ST S, 201",keep,Virginia,Charlottesville
100.0,"RIDGE ST, 204","100 RIDGE ST, 204",keep,Virginia,Charlottesville
1400.0,"BURGESS LN, A","1400 BURGESS LN, A",keep,Virginia,Charlottesville
1300.0,"BELLEVIEW AVE, 1","1300 BELLEVIEW AVE, 1",keep,Virginia,Charlottesville
200.0,"SHAMROCK RD, A","200 SHAMROCK RD, A",keep,Virginia,Charlottesville
2200.0,NORTH BERKSHIRE RD,2200 NORTH BERKSHIRE RD,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 103","1000 1ST ST S, 103",keep,Virginia,Charlottesville
1200.0,AUGUSTA ST,1200 AUGUSTA ST,keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 355","2000 HOLIDAY DR, 355",keep,Virginia,Charlottesville
,MEADE AVE / LITTLE HIGH ST,MEADE AVE / LITTLE HIGH ST,drop,Virginia,Charlottesville
1100.0,"PRESTON AVE, 6C","1100 PRESTON AVE, 6C",keep,Virginia,Charlottesville
200.0,ELLIOTT AVE,200 ELLIOTT AVE,keep,Virginia,Charlottesville
,W SOUTH ST / 2ND ST SW,W SOUTH ST / 2ND ST SW,drop,Virginia,Charlottesville
800.0,BLENHEIM AVE,800 BLENHEIM AVE,keep,Virginia,Charlottesville
400.0,MONTICELLO RD,400 MONTICELLO RD,keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 119","1600 EMMET ST N, 119",keep,Virginia,Charlottesville
900.0,"RIVER RD, 306","900 RIVER RD, 306",keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 357","2000 HOLIDAY DR, 357",keep,Virginia,Charlottesville
,WERTLAND ST / 13TH ST NW,WERTLAND ST / 13TH ST NW,drop,Virginia,Charlottesville
1800.0,BLUE RIDGE RD,1800 BLUE RIDGE RD,keep,Virginia,Charlottesville
1600.0,AMHERST ST,1600 AMHERST ST,keep,Virginia,Charlottesville
,PRESTON AVE @ GRADY AVE,PRESTON AVE @ GRADY AVE,drop,Virginia,Charlottesville
1100.0,AVON ST,1100 AVON ST,keep,Virginia,Charlottesville
400.0,"VALLEY RD, B","400 VALLEY RD, B",keep,Virginia,Charlottesville
100.0,GOODMAN ST,100 GOODMAN ST,keep,Virginia,Charlottesville
900.0,MORTON LN,900 MORTON LN,keep,Virginia,Charlottesville
,EMMET ST N @ HYDRAULIC RD,EMMET ST N @ HYDRAULIC RD,drop,Virginia,Charlottesville
1100.0,"EMMET ST N, M25","1100 EMMET ST N, M25",keep,Virginia,Charlottesville
100.0,W SOUTH ST,100 W SOUTH ST,keep,Virginia,Charlottesville
1000.0,"E JEFFERSON ST, 204","1000 E JEFFERSON ST, 204",keep,Virginia,Charlottesville
300.0,"15TH ST NW, 420","300 15TH ST NW, 420",keep,Virginia,Charlottesville
300.0,PARKWAY ST,300 PARKWAY ST,keep,Virginia,Charlottesville
1100.0,"E MARKET ST, 22B","1100 E MARKET ST, 22B",keep,Virginia,Charlottesville
1300.0,JOHN ST,1300 JOHN ST,keep,Virginia,Charlottesville
500.0,"1ST ST S, 311","500 1ST ST S, 311",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 409","1300 CARLTON AVE, 409",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 85B","2100 MICHIE DR, 85B",keep,Virginia,Charlottesville
100.0,E WATER ST,100 E WATER ST,keep,Virginia,Charlottesville
200.0,MONTICELLO AVE,200 MONTICELLO AVE,keep,Virginia,Charlottesville
500.0,"RIDGE ST, 5","500 RIDGE ST, 5",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, 210","1200 WERTLAND ST, 210",keep,Virginia,Charlottesville
1000.0,CALHOUN ST,1000 CALHOUN ST,keep,Virginia,Charlottesville
1000.0,"E MARKET ST, 2","1000 E MARKET ST, 2",keep,Virginia,Charlottesville
,HYDRAULIC RD / TURTLE CREEK RD,HYDRAULIC RD / TURTLE CREEK RD,drop,Virginia,Charlottesville
1100.0,FOXVALE LN,1100 FOXVALE LN,keep,Virginia,Charlottesville
700.0,"MADISON AVE, A","700 MADISON AVE, A",keep,Virginia,Charlottesville
700.0,SHAMROCK RD,700 SHAMROCK RD,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 3024","300 15TH ST NW, 3024",keep,Virginia,Charlottesville
,HYDRAULIC RD @ 250,HYDRAULIC RD @ 250,drop,Virginia,Charlottesville
,PARK ST @ 250 BYPASS,PARK ST @ 250 BYPASS,drop,Virginia,Charlottesville
700.0,"WEST ST, A","700 WEST ST, A",keep,Virginia,Charlottesville
100.0,DALTON LN,100 DALTON LN,keep,Virginia,Charlottesville
4000.0,CITY WALK WAY,4000 CITY WALK WAY,keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 425","4000 CITY WALK WAY, 425",keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 232","4000 CITY WALK WAY, 232",keep,Virginia,Charlottesville
900.0,"RIVER RD, 303","900 RIVER RD, 303",keep,Virginia,Charlottesville
,JEFFERSON PARK AVE / OLD LYNCHBURG RD,JEFFERSON PARK AVE / OLD LYNCHBURG RD,drop,Virginia,Charlottesville
800.0,"HARDY DR, H","800 HARDY DR, H",keep,Virginia,Charlottesville
,8TH ST NW @ PAGE ST,8TH ST NW @ PAGE ST,drop,Virginia,Charlottesville
1200.0,"LEE ST, 307","1200 LEE ST, 307",keep,Virginia,Charlottesville
,JEFFERSON PARK AVE / LANE RD,JEFFERSON PARK AVE / LANE RD,drop,Virginia,Charlottesville
400.0,"13TH ST NW, E","400 13TH ST NW, E",keep,Virginia,Charlottesville
200.0,"15TH ST NW, 204","200 15TH ST NW, 204",keep,Virginia,Charlottesville
,W HIGH ST / MCINTIRE RD,W HIGH ST / MCINTIRE RD,drop,Virginia,Charlottesville
2200.0,ANGUS RD,2200 ANGUS RD,keep,Virginia,Charlottesville
1100.0,E HIGH ST,1100 E HIGH ST,keep,Virginia,Charlottesville
300.0,250 BY PASS,300 250 BY PASS,keep,Virginia,Charlottesville
700.0,PINE ST,700 PINE ST,keep,Virginia,Charlottesville
1400.0,GENTRY LN,1400 GENTRY LN,keep,Virginia,Charlottesville
1400.0,"SHORT 18TH ST, 18B","1400 SHORT 18TH ST, 18B",keep,Virginia,Charlottesville
1600.0,DEL MAR DR,1600 DEL MAR DR,keep,Virginia,Charlottesville
400.0,ARBOR CIR,400 ARBOR CIR,keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 4","1300 CARLTON AVE, 4",keep,Virginia,Charlottesville
400.0,"RIDGE ST, 5","400 RIDGE ST, 5",keep,Virginia,Charlottesville
800.0,VALLEY VIEW CIR,800 VALLEY VIEW CIR,keep,Virginia,Charlottesville
2100.0,"JEFFERSON PARK AVE, C","2100 JEFFERSON PARK AVE, C",keep,Virginia,Charlottesville
500.0,"RIVES ST, A","500 RIVES ST, A",keep,Virginia,Charlottesville
,BARRACKS RD / HESSIAN RD,BARRACKS RD / HESSIAN RD,drop,Virginia,Charlottesville
,JEFFERSON PARK AVE / W MAIN ST,JEFFERSON PARK AVE / W MAIN ST,drop,Virginia,Charlottesville
2000.0,CITY WALK WAY,2000 CITY WALK WAY,keep,Virginia,Charlottesville
1100.0,RIVER CT,1100 RIVER CT,keep,Virginia,Charlottesville
400.0,"MONROE LN, 318","400 MONROE LN, 318",keep,Virginia,Charlottesville
1100.0,ALTAVISTA AVE,1100 ALTAVISTA AVE,keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, A4","2400 ARLINGTON BLVD, A4",keep,Virginia,Charlottesville
200.0,BYPASS,200 BYPASS,keep,Virginia,Charlottesville
600.0,"6TH ST SE, 111","600 6TH ST SE, 111",keep,Virginia,Charlottesville
100.0,12 1/2 ST NW / W MAIN ST,100 12 1/2 ST NW / W MAIN ST,keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, 4C","1100 PRESTON AVE, 4C",keep,Virginia,Charlottesville
100.0,"HURST LN, 210","100 HURST LN, 210",keep,Virginia,Charlottesville
,LANDONIA CIR / 250 BYP,LANDONIA CIR / 250 BYP,drop,Virginia,Charlottesville
2900.0,PROSPERITY AVE,2900 PROSPERITY AVE,keep,Virginia,Charlottesville
700.0,MERIDIAN ST,700 MERIDIAN ST,keep,Virginia,Charlottesville
1100.0,"RIVER CT, B","1100 RIVER CT, B",keep,Virginia,Charlottesville
700.0,BLENHEIM AVE,700 BLENHEIM AVE,keep,Virginia,Charlottesville
,Deleted Address -287301,Deleted Address -287301,drop,Virginia,Charlottesville
,MEADE AVE / E HIGH ST,MEADE AVE / E HIGH ST,drop,Virginia,Charlottesville
100.0,"LONGWOOD DR, A","100 LONGWOOD DR, A",keep,Virginia,Charlottesville
,WATSON AVE @ 250 BYPASS,WATSON AVE @ 250 BYPASS,drop,Virginia,Charlottesville
600.0,"AVON ST, B","600 AVON ST, B",keep,Virginia,Charlottesville
500.0,"HARRIS RD, 138","500 HARRIS RD, 138",keep,Virginia,Charlottesville
600.0,PARK ST,600 PARK ST,keep,Virginia,Charlottesville
1400.0,RIALTO ST,1400 RIALTO ST,keep,Virginia,Charlottesville
1600.0,"MONTICELLO AVE, C","1600 MONTICELLO AVE, C",keep,Virginia,Charlottesville
400.0,"GARRETT ST, C","400 GARRETT ST, C",keep,Virginia,Charlottesville
500.0,NASSAU ST,500 NASSAU ST,keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 97","2100 MICHIE DR, 97",keep,Virginia,Charlottesville
2000.0,IVY RD,2000 IVY RD,keep,Virginia,Charlottesville
800.0,"HARDY DR, L","800 HARDY DR, L",keep,Virginia,Charlottesville
1100.0,MERIWETHER ST,1100 MERIWETHER ST,keep,Virginia,Charlottesville
1200.0,"CEDARS CT, 105","1200 CEDARS CT, 105",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 87B","2100 MICHIE DR, 87B",keep,Virginia,Charlottesville
400.0,"4TH ST NW, 318","400 4TH ST NW, 318",keep,Virginia,Charlottesville
1100.0,"E WATER ST, 425","1100 E WATER ST, 425",keep,Virginia,Charlottesville
800.0,"MONTROSE AVE, B","800 MONTROSE AVE, B",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, A14","1200 WERTLAND ST, A14",keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 233","1600 EMMET ST N, 233",keep,Virginia,Charlottesville
500.0,"HARRIS RD, 114","500 HARRIS RD, 114",keep,Virginia,Charlottesville
700.0,"E HIGH ST, 115","700 E HIGH ST, 115",keep,Virginia,Charlottesville
1400.0,"VINE ST, B3","1400 VINE ST, B3",keep,Virginia,Charlottesville
500.0,"HARRIS RD, 101","500 HARRIS RD, 101",keep,Virginia,Charlottesville
1000.0,HOLMES AVE,1000 HOLMES AVE,keep,Virginia,Charlottesville
1000.0,BLENHEIM AVE,1000 BLENHEIM AVE,keep,Virginia,Charlottesville
,5TH ST SW @ HARRIS RD,5TH ST SW @ HARRIS RD,drop,Virginia,Charlottesville
100.0,"CARLTON RD, 102","100 CARLTON RD, 102",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 7A","2100 MICHIE DR, 7A",keep,Virginia,Charlottesville
600.0,"6TH ST SE, 137","600 6TH ST SE, 137",keep,Virginia,Charlottesville
400.0,5TH ST SW,400 5TH ST SW,keep,Virginia,Charlottesville
1400.0,FOXBROOK LN,1400 FOXBROOK LN,keep,Virginia,Charlottesville
1100.0,"CHERRY ST, B","1100 CHERRY ST, B",keep,Virginia,Charlottesville
900.0,"STONEHENGE AVE, A","900 STONEHENGE AVE, A",keep,Virginia,Charlottesville
1000.0,ST CLAIR AVE,1000 ST CLAIR AVE,keep,Virginia,Charlottesville
1400.0,MOORES ST,1400 MOORES ST,keep,Virginia,Charlottesville
700.0,RUGBY RD,700 RUGBY RD,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 2012","300 15TH ST NW, 2012",keep,Virginia,Charlottesville
2000.0,BARRACKS RD,2000 BARRACKS RD,keep,Virginia,Charlottesville
,MEADE AVE / E MARKET ST,MEADE AVE / E MARKET ST,drop,Virginia,Charlottesville
,PRESTON AVE / HEMLOCK LN,PRESTON AVE / HEMLOCK LN,drop,Virginia,Charlottesville
,QUARRY RD @ MONTICELLO AVE,QUARRY RD @ MONTICELLO AVE,drop,Virginia,Charlottesville
500.0,16TH ST NW,500 16TH ST NW,keep,Virginia,Charlottesville
2600.0,JEFFERSON PARK AVE,2600 JEFFERSON PARK AVE,keep,Virginia,Charlottesville
100.0,"CARLTON RD, 103","100 CARLTON RD, 103",keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 219","1600 EMMET ST N, 219",keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 111","1400 MONTICELLO RD, 111",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, B42","1200 WERTLAND ST, B42",keep,Virginia,Charlottesville
,14TH ST NW / GRADY AVE,14TH ST NW / GRADY AVE,drop,Virginia,Charlottesville
400.0,"4TH ST NW, 222","400 4TH ST NW, 222",keep,Virginia,Charlottesville
200.0,"SHAMROCK RD, B","200 SHAMROCK RD, B",keep,Virginia,Charlottesville
100.0,"CHANCELLOR ST, 6","100 CHANCELLOR ST, 6",keep,Virginia,Charlottesville
,JEFFERSON PARK AVE @ CARROLLTON TER,JEFFERSON PARK AVE @ CARROLLTON TER,drop,Virginia,Charlottesville
,DAY,DAY,drop,Virginia,Charlottesville
1300.0,"WERTLAND ST, C","1300 WERTLAND ST, C",keep,Virginia,Charlottesville
1600.0,MONTICELLO AVE,1600 MONTICELLO AVE,keep,Virginia,Charlottesville
2300.0,HYDRAULIC RD,2300 HYDRAULIC RD,keep,Virginia,Charlottesville
700.0,WEST ST,700 WEST ST,keep,Virginia,Charlottesville
200.0,RIVERVIEW AVE,200 RIVERVIEW AVE,keep,Virginia,Charlottesville
700.0,VILLAGE RD,700 VILLAGE RD,keep,Virginia,Charlottesville
,LINDEN AVE / MONTICELLO RD,LINDEN AVE / MONTICELLO RD,drop,Virginia,Charlottesville
900.0,GROVE ST,900 GROVE ST,keep,Virginia,Charlottesville
1300.0,E HIGH ST,1300 E HIGH ST,keep,Virginia,Charlottesville
1000.0,COLEMAN ST,1000 COLEMAN ST,keep,Virginia,Charlottesville
1400.0,"CARLTON AVE, 102","1400 CARLTON AVE, 102",keep,Virginia,Charlottesville
1100.0,"RIVER CT, A","1100 RIVER CT, A",keep,Virginia,Charlottesville
1400.0,"GRACE ST, B","1400 GRACE ST, B",keep,Virginia,Charlottesville
500.0,"1ST ST S, 302","500 1ST ST S, 302",keep,Virginia,Charlottesville
600.0,"PRESTON PL, 102","600 PRESTON PL, 102",keep,Virginia,Charlottesville
1600.0,WESTWOOD RD,1600 WESTWOOD RD,keep,Virginia,Charlottesville
,JEFFERSON PARK AVE / MONROE LN,JEFFERSON PARK AVE / MONROE LN,drop,Virginia,Charlottesville
100.0,LAUREL CIR,100 LAUREL CIR,keep,Virginia,Charlottesville
,ELLIOTT AVE / RAYON ST,ELLIOTT AVE / RAYON ST,drop,Virginia,Charlottesville
200.0,BYPASS E @ PARK ST,200 BYPASS E @ PARK ST,keep,Virginia,Charlottesville
1500.0,"GRADY AVE, 12","1500 GRADY AVE, 12",keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 117","2000 HOLIDAY DR, 117",keep,Virginia,Charlottesville
1400.0,"VINE ST, B","1400 VINE ST, B",keep,Virginia,Charlottesville
